m,M,K,Nr,Epsilon,Sc,E1,phi1,phi2,Gamma,Pb,Sb,Skin -TiO_2,Nusselt-TiO_2,Sherwood-TiO_2,microorganism-TiO_2,Skin -TiO_2/Ag,Nusselt-TiO_2-Ag,Sherwood-TiO_2/Ag,microorganism-TiO_2/Ag
1.39,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.24231835,1.643820985,0.938496825,0.755798566,-3.451499129,1.622502705,0.937615615,0.752192454
1.4,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.244585963,1.644074165,0.938446033,0.75572568,-3.453663652,1.622717908,0.937570322,0.752126505
1.41,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.246851709,1.644326794,0.938395354,0.755652949,-3.455826533,1.622932661,0.937525124,0.752060687
1.42,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.249115592,1.644578873,0.938344787,0.755580372,-3.457987776,1.623146965,0.93748002,0.751995002
1.43,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.251377617,1.644830404,0.938294331,0.755507949,-3.460147385,1.623360823,0.937435012,0.751929448
1.44,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.253637788,1.645081389,0.938243987,0.755435678,-3.462305362,1.623574235,0.937390097,0.751864025
1.45,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.255896109,1.64533183,0.938193754,0.75536356,-3.464461713,1.623787203,0.937345277,0.751798732
1.46,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.258152587,1.64558173,0.938143632,0.755291593,-3.46661644,1.623999728,0.93730055,0.751733569
1.47,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.260407224,1.645831089,0.93809362,0.755219778,-3.468769547,1.624211813,0.937255916,0.751668536
1.48,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.262660026,1.646079911,0.938043717,0.755148113,-3.470921039,1.624423458,0.937211375,0.751603632
1.49,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.264910997,1.646328197,0.937993924,0.755076599,-3.473070919,1.624634665,0.937166927,0.751538856
1.5,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.267160141,1.646575948,0.937944239,0.755005234,-3.47521919,1.624845436,0.937122571,0.751474209
1.51,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.269407464,1.646823168,0.937894664,0.754934018,-3.477365856,1.625055772,0.937078307,0.751409689
1.52,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.271652969,1.647069857,0.937845196,0.754862951,-3.479510921,1.625265675,0.937034135,0.751345297
1.53,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.273896662,1.647316018,0.937795836,0.754792032,-3.481654389,1.625475146,0.936990054,0.751281031
1.54,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.276138545,1.647561653,0.937746584,0.75472126,-3.483796263,1.625684186,0.936946065,0.751216892
1.55,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.278378625,1.647806762,0.937697438,0.754650636,-3.485936547,1.625892797,0.936902165,0.75115288
1.56,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.280616904,1.64805135,0.937648399,0.754580158,-3.488075244,1.626100981,0.936858357,0.751088993
1.57,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.282853389,1.648295416,0.937599467,0.754509826,-3.490212358,1.626308739,0.936814638,0.751025231
1.58,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.285088082,1.648538964,0.93755064,0.754439639,-3.492347893,1.626516072,0.936771009,0.750961594
1.59,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.287320989,1.648781994,0.937501918,0.754369598,-3.494481852,1.626722982,0.93672747,0.750898081
1.6,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.289552114,1.649024509,0.937453302,0.754299701,-3.496614238,1.62692947,0.93668402,0.750834692
1.61,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.29178146,1.649266511,0.93740479,0.754229947,-3.498745056,1.627135537,0.936640659,0.750771427
1.62,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.294009033,1.649508001,0.937356383,0.754160338,-3.500874309,1.627341186,0.936597386,0.750708285
1.63,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.296234836,1.649748981,0.93730808,0.754090871,-3.503001999,1.627546417,0.936554202,0.750645266
1.64,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.298458874,1.649989453,0.93725988,0.754021546,-3.505128132,1.627751232,0.936511106,0.750582369
1.65,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.300681152,1.650229419,0.937211784,0.753952364,-3.50725271,1.627955633,0.936468097,0.750519595
1.66,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.302901672,1.650468881,0.93716379,0.753883323,-3.509375737,1.62815962,0.936425176,0.750456941
1.67,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.30512044,1.65070784,0.937115899,0.753814423,-3.511497216,1.628363195,0.936382342,0.750394409
1.68,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.30733746,1.650946298,0.93706811,0.753745663,-3.513617151,1.628566359,0.936339595,0.750331998
1.69,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.309552736,1.651184257,0.937020423,0.753677044,-3.515735545,1.628769114,0.936296934,0.750269707
1.7,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.311766272,1.651421718,0.936972837,0.753608564,-3.517852401,1.628971462,0.936254359,0.750207536
1.71,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.313978072,1.651658684,0.936925352,0.753540223,-3.519967723,1.629173403,0.936211871,0.750145485
1.72,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.316188141,1.651895156,0.936877968,0.75347202,-3.522081515,1.629374939,0.936169468,0.750083553
1.73,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.318396482,1.652131136,0.936830684,0.753403956,-3.52419378,1.629576071,0.93612715,0.750021739
1.74,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.3206031,1.652366625,0.9367835,0.753336029,-3.526304521,1.6297768,0.936084918,0.749960044
1.75,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.322807998,1.652601626,0.936736416,0.753268239,-3.528413741,1.629977129,0.93604277,0.749898467
1.76,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.325011181,1.652836139,0.936689431,0.753200586,-3.530521444,1.630177057,0.936000707,0.749837008
1.77,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.327212653,1.653070167,0.936642545,0.753133069,-3.532627634,1.630376587,0.935958728,0.749775666
1.78,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.329412418,1.653303711,0.936595758,0.753065688,-3.534732313,1.63057572,0.935916833,0.749714441
1.79,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.33161048,1.653536774,0.936549069,0.752998442,-3.536835485,1.630774458,0.935875021,0.749653332
1.8,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.333806842,1.653769356,0.936502477,0.75293133,-3.538937153,1.6309728,0.935833294,0.749592339
1.81,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.33600151,1.654001459,0.936455983,0.752864353,-3.541037321,1.631170749,0.935791649,0.749531462
1.82,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.338194486,1.654233086,0.936409587,0.75279751,-3.543135992,1.631368307,0.935750087,0.749470701
1.83,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.340385775,1.654464236,0.936363287,0.752730801,-3.545233169,1.631565474,0.935708607,0.749410054
1.84,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.342575381,1.654694914,0.936317084,0.752664224,-3.547328855,1.631762251,0.93566721,0.749349523
1.85,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.344763308,1.654925119,0.936270977,0.75259778,-3.549423053,1.63195864,0.935625895,0.749289105
1.86,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.346949559,1.655154853,0.936224966,0.752531467,-3.551515768,1.632154643,0.935584662,0.749228801
1.87,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.349134139,1.655384119,0.936179051,0.752465287,-3.553607001,1.63235026,0.93554351,0.749168611
1.88,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.351317051,1.655612917,0.93613323,0.752399237,-3.555696757,1.632545492,0.93550244,0.749108534
1.89,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.3534983,1.65584125,0.936087505,0.752333319,-3.557785038,1.632740342,0.93546145,0.74904857
1.9,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.355677888,1.656069118,0.936041874,0.75226753,-3.559871848,1.632934809,0.935420541,0.748988718
1.91,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.357855821,1.656296524,0.935996337,0.752201872,-3.56195719,1.633128896,0.935379713,0.748928978
1.92,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.360032102,1.656523469,0.935950894,0.752136342,-3.564041067,1.633322604,0.935338964,0.74886935
1.93,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.362206734,1.656749954,0.935905545,0.752070942,-3.566123482,1.633515934,0.935298296,0.748809834
1.94,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.364379721,1.656975982,0.935860289,0.75200567,-3.568204438,1.633708886,0.935257707,0.748750428
1.95,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.366551068,1.657201554,0.935815126,0.751940527,-3.570283939,1.633901463,0.935217198,0.748691133
1.96,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.368720778,1.65742667,0.935770056,0.751875511,-3.572361987,1.634093666,0.935176767,0.748631948
1.97,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.370888855,1.657651334,0.935725078,0.751810622,-3.574438586,1.634285495,0.935136416,0.748572873
1.98,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.373055302,1.657875545,0.935680192,0.75174586,-3.576513739,1.634476952,0.935096143,0.748513908
1.99,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.375220123,1.658099307,0.935635397,0.751681224,-3.578587449,1.634668039,0.935055948,0.748455052
2.0,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.377383323,1.65832262,0.935590694,0.751616715,-3.580659719,1.634858755,0.935015832,0.748396305
2.01,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.379544904,1.658545486,0.935546082,0.751552331,-3.582730552,1.635049103,0.934975793,0.748337667
2.02,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.38170487,1.658767906,0.935501561,0.751488072,-3.584799951,1.635239084,0.934935833,0.748279136
2.03,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.383863226,1.658989882,0.93545713,0.751423937,-3.58686792,1.635428699,0.934895949,0.748220714
2.04,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.386019974,1.659211415,0.935412789,0.751359927,-3.58893446,1.635617949,0.934856142,0.748162399
2.05,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.388175118,1.659432507,0.935368538,0.751296041,-3.590999576,1.635806835,0.934816413,0.748104191
2.06,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.390328663,1.65965316,0.935324376,0.751232279,-3.59306327,1.635995358,0.93477676,0.748046091
2.07,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.392480611,1.659873374,0.935280304,0.751168639,-3.595125545,1.63618352,0.934737183,0.747988096
2.08,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.394630966,1.660093152,0.935236321,0.751105122,-3.597186405,1.636371321,0.934697682,0.747930208
2.09,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.396779732,1.660312494,0.935192426,0.751041728,-3.599245852,1.636558763,0.934658258,0.747872426
2.1,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.398926912,1.660531402,0.93514862,0.750978455,-3.601303889,1.636745847,0.934618909,0.747814749
2.11,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.401072511,1.660749878,0.935104901,0.750915303,-3.60336052,1.636932575,0.934579635,0.747757177
2.12,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.40321653,1.660967922,0.935061271,0.750852273,-3.605415746,1.637118946,0.934540436,0.747699711
2.13,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.405358975,1.661185537,0.935017727,0.750789364,-3.607469572,1.637304963,0.934501313,0.747642349
2.14,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.407499849,1.661402724,0.934974271,0.750726574,-3.609522,1.637490626,0.934462263,0.747585091
2.15,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.409639154,1.661619485,0.934930902,0.750663905,-3.611573033,1.637675937,0.934423289,0.747527937
2.16,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.411776895,1.661835819,0.934887619,0.750601355,-3.613622673,1.637860896,0.934384388,0.747470886
2.17,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.413913076,1.66205173,0.934844423,0.750538924,-3.615670925,1.638045505,0.934345562,0.747413939
2.18,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.416047698,1.662267218,0.934801312,0.750476611,-3.61771779,1.638229765,0.934306809,0.747357094
2.19,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.418180767,1.662482286,0.934758287,0.750414417,-3.619763272,1.638413678,0.93426813,0.747300353
2.2,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.420312285,1.662696933,0.934715348,0.750352341,-3.621807373,1.638597243,0.934229524,0.747243713
2.21,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.422442257,1.662911162,0.934672493,0.750290383,-3.623850097,1.638780462,0.934190991,0.747187176
2.22,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.424570684,1.663124973,0.934629724,0.750228541,-3.625891446,1.638963336,0.934152531,0.74713074
2.23,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.426697571,1.663338369,0.934587039,0.750166817,-3.627931423,1.639145867,0.934114143,0.747074405
2.24,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.428822922,1.663551351,0.934544438,0.750105209,-3.62997003,1.639328055,0.934075828,0.747018172
2.25,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.430946739,1.66376392,0.934501922,0.750043717,-3.632007272,1.639509901,0.934037584,0.746962039
2.26,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.433069026,1.663976077,0.934459489,0.74998234,-3.63404315,1.639691407,0.933999413,0.746906007
2.27,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.435189786,1.664187823,0.934417139,0.749921079,-3.636077667,1.639872574,0.933961313,0.746850074
2.28,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.437309022,1.664399161,0.934374873,0.749859932,-3.638110827,1.640053402,0.933923285,0.746794242
2.29,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.439426739,1.664610091,0.93433269,0.749798901,-3.640142631,1.640233893,0.933885328,0.746738509
2.3,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.441542939,1.664820615,0.934290589,0.749737983,-3.642173083,1.640414047,0.933847442,0.746682875
2.31,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.443657626,1.665030733,0.934248571,0.749677179,-3.644202186,1.640593866,0.933809627,0.74662734
2.32,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.445770803,1.665240448,0.934206634,0.749616489,-3.646229942,1.640773351,0.933771882,0.746571904
2.33,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.447882472,1.66544976,0.93416478,0.749555911,-3.648256354,1.640952503,0.933734207,0.746516566
2.34,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.449992639,1.665658672,0.934123007,0.749495447,-3.650281424,1.641131323,0.933696603,0.746461326
2.35,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.452101305,1.665867183,0.934081315,0.749435094,-3.652305156,1.641309811,0.933659068,0.746406183
2.36,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.454208474,1.666075296,0.934039704,0.749374854,-3.654327553,1.641487969,0.933621604,0.746351138
2.37,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.456314149,1.666283011,0.933998175,0.749314725,-3.656348616,1.641665798,0.933584208,0.74629619
2.38,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.458418334,1.666490331,0.933956725,0.749254708,-3.658368349,1.641843299,0.933546882,0.746241339
2.39,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.460521032,1.666697255,0.933915356,0.749194801,-3.660386754,1.642020473,0.933509625,0.746186584
2.4,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.462622245,1.666903786,0.933874067,0.749135005,-3.662403834,1.642197321,0.933472437,0.746131926
2.41,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.464721978,1.667109925,0.933832857,0.74907532,-3.664419591,1.642373843,0.933435317,0.746077363
2.42,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.466820233,1.667315673,0.933791727,0.749015744,-3.66643403,1.642550042,0.933398265,0.746022896
2.43,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.468917013,1.667521031,0.933750676,0.748956277,-3.668447151,1.642725917,0.933361282,0.745968524
2.44,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.471012322,1.667726001,0.933709705,0.74889692,-3.670458957,1.64290147,0.933324367,0.745914248
2.45,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.473106163,1.667930583,0.933668811,0.748837672,-3.672469452,1.643076702,0.93328752,0.745860066
2.46,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.475198539,1.668134779,0.933627997,0.748778532,-3.674478639,1.643251613,0.93325074,0.745805979
2.47,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.477289453,1.66833859,0.93358726,0.7487195,-3.676486518,1.643426206,0.933214027,0.745751985
2.48,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.479378908,1.668542018,0.933546601,0.748660577,-3.678493094,1.64360048,0.933177382,0.745698086
2.49,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.481466908,1.668745063,0.93350602,0.74860176,-3.680498368,1.643774437,0.933140803,0.745644281
2.5,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.483553455,1.668947727,0.933465517,0.748543051,-3.682502344,1.643948077,0.933104291,0.745590568
2.51,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.485638552,1.669150011,0.933425091,0.748484448,-3.684505024,1.644121402,0.933067846,0.745536949
2.52,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.487722203,1.669351916,0.933384741,0.748425952,-3.686506411,1.644294412,0.933031467,0.745483423
2.53,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.489804411,1.669553443,0.933344469,0.748367562,-3.688506506,1.644467109,0.932995154,0.745429989
2.54,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.491885178,1.669754594,0.933304272,0.748309278,-3.690505314,1.644639494,0.932958907,0.745376647
2.55,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.493964508,1.66995537,0.933264152,0.7482511,-3.692502835,1.644811567,0.932922726,0.745323398
2.56,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.496042404,1.670155771,0.933224108,0.748193026,-3.694499074,1.644983329,0.93288661,0.74527024
2.57,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.498118869,1.6703558,0.93318414,0.748135058,-3.696494031,1.645154781,0.93285056,0.745217173
2.58,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.500193905,1.670555456,0.933144247,0.748077193,-3.698487711,1.645325924,0.932814574,0.745164198
2.59,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.502267517,1.670754742,0.93310443,0.748019433,-3.700480115,1.64549676,0.932778654,0.745111313
2.6,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.504339706,1.670953659,0.933064687,0.747961777,-3.702471246,1.645667288,0.932742798,0.745058519
2.61,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.506410476,1.671152207,0.933025019,0.747904224,-3.704461106,1.64583751,0.932707007,0.745005816
2.62,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.508479829,1.671350388,0.932985426,0.747846775,-3.706449698,1.646007427,0.93267128,0.744953203
2.63,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.51054777,1.671548203,0.932945907,0.747789428,-3.708437025,1.64617704,0.932635618,0.744900679
2.64,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.5126143,1.671745653,0.932906462,0.747732184,-3.710423089,1.64634635,0.932600019,0.744848245
2.65,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.514679422,1.671942739,0.932867091,0.747675042,-3.712407891,1.646515356,0.932564484,0.7447959
2.66,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.516743141,1.672139463,0.932827794,0.747618003,-3.714391436,1.646684062,0.932529013,0.744743644
2.67,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.518805457,1.672335825,0.93278857,0.747561064,-3.716373725,1.646852466,0.932493605,0.744691477
2.68,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.520866375,1.672531826,0.932749419,0.747504227,-3.718354761,1.647020571,0.93245826,0.744639399
2.69,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.522925898,1.672727468,0.932710341,0.747447492,-3.720334546,1.647188377,0.932422978,0.744587409
2.7,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.524984027,1.672922752,0.932671335,0.747390856,-3.722313083,1.647355885,0.932387759,0.744535506
2.71,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.527040767,1.673117679,0.932632403,0.747334321,-3.724290373,1.647523095,0.932352603,0.744483692
2.72,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.529096119,1.673312249,0.932593542,0.747277887,-3.72626642,1.64769001,0.932317509,0.744431965
2.73,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.531150087,1.673506465,0.932554753,0.747221552,-3.728241226,1.647856629,0.932282477,0.744380325
2.74,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.533202674,1.673700327,0.932516037,0.747165316,-3.730214794,1.648022953,0.932247507,0.744328772
2.75,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.535253882,1.673893835,0.932477391,0.74710918,-3.732187124,1.648188984,0.932212599,0.744277306
2.76,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.537303715,1.674086993,0.932438817,0.747053142,-3.734158221,1.648354721,0.932177753,0.744225926
2.77,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.539352175,1.674279799,0.932400315,0.746997203,-3.736128087,1.648520167,0.932142969,0.744174633
2.78,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.541399264,1.674472256,0.932361883,0.746941362,-3.738096723,1.648685322,0.932108246,0.744123425
2.79,0.5,1.0,0.2,0.5,0.2,0.2,0.025,0.025,1.0,0.5,0.5,-3.543444986,1.674664364,0.932323522,0.74688562,-3.740064132,1.648850186,0.932073584,0.744072303
